resourceid,Email,lab,ID,status,title,location,zipcode,age,filename,transcription,topic,type,keywords,credit,lables,insta,hashtag,twitter,facebook
2748,,Washington Square,WS45,Transcribed,Life,one of the parks,8021,55,WS45_0001.jpg,just a simple house shape - covered in recovered debris from everyday objects used by average citizens from the 300 years of phila history - historical society or something similar would have stuff - I have some myself + would donate it.,,,,Susan Santamarina,,,,,
2747,,Rittenhouse Square,RS144,Transcribed,CBall Robes Course,City Park,19140,23,RS144_0001.jpg,Ropes course/2p line,,,,Christina Bull,,,,,
2746,,Rittenhouse Square,RS143,Transcribed,//Maz//,City Hall,19140,23,RS2746_alt_131.jpg,"Diversity

- Group of Children 

Mexican, Black, White, Chinese, Indian

(everyone)",,,,Alex Cardoza,,bulldoza13,,,
2745,,Rittenhouse Square,RS142,Transcribed,Vision,,19103,,RS141_0002.jpg,Giant Eyeball with Shyline reflected in it,,,,,,,,,
2744,,Rittenhouse Square,RS141,Transcribed,To the Fallen,somewhere central,19146,47,RS141_0001.jpg,a square of earth smoldering for the legacy of move,"History, MOVE, Philadelphia, Violence",,,,,,,,
2743,,Rittenhouse Square,RS140,Transcribed,Bars/Needles/Doors,Center City / Future Penn's Landing,19087,48,RS140_0001.jpg,"- Monument to Mass Incarceration (structural poverty)

- //                //  War on Drugs (minorities, poor)

                       [Civil Rights]

- //                //  Red-lining [real estate exclusion]",,,,Justin Martino,,,,,
2742,,Rittenhouse Square,RS138,Transcribed,Emanuel MunÌÂz,PR,902,31,RS138_0001.jpg,"I think the All the ones across the cs write wow R Graet

No Cristobal Colon status please

More Franklin status please :)",,,,Emanuel MunÌÂz-Simeon,,,,,
2741,,Rittenhouse Square,RS139,Transcribed,//Arts//,Make it suspend somewhere on a painting,19103,14,RS139_0001.jpg,,Art,Sculpture Statue,,Molly,,,,,
2740,,Rittenhouse Square,RS137,Transcribed,Rick lantis,The Line,21202,34,RS137_0001.jpg,An homage to the citadel Ricks nexus of the multiverse,,,,Rick Mortenson,,,,,
2739,,Rittenhouse Square,RS135,Transcribed,rainbow road,18th and Walnut,19103,14,RS135_0001.jpg,,LGBTQ+,Street,,Jay Caselle,,,,,
2738,,Rittenhouse Square,RS136,Transcribed,Whimsy,19103,64,,RS136_0001.jpg,"I have enjoyed A.R exhibits.

I liked whimsied ideas, and not that encorporates the environment + community",,,,,,,,,
2737,,Rittenhouse Square,RS133,Transcribed,PS4 giveout,31st grace ferry,19146,11,RS133_0001.jpg,So if o kid don't have it so we could give them and every one be happy instead of jealous and trying to hurt people.,,,,John Randolph,,,,,
2736,,Rittenhouse Square,RS134,Transcribed,AI,Well Fargo Center Sixers,19146,14,RS134_0001.jpg,A statue of Allen Iverson,,,,Hanee F White,,,,,
2735,,Washington Square,WS43,Transcribed,McCall blue ribbon,McCall school,19147,6,WS43_0002.jpg,,Figure,Other No Form,,Nora,two people wearing dresses,,,,
2734,,Washington Square,WS42,Transcribed,Friends + Family,Robertson's front door,19147,4,WS42_0002.jpg,,"Family, Unity",Other No Form,,Eliza,,,,,
2733,,Rittenhouse Square,RS132,Transcribed,Films,31st grace ferry,19146,11,RS132_0001.jpg,kids movies,Youth,Projection,,John Randolph,,,,,
2732,,Washington Square,WS41,Transcribed,Friends,6th Street,19147,4,WS41_0003.jpg,,Unity,Other No Form,,Ciara,,,,,
2731,,Washington Square,WS44,Transcribed,Citizen,"A building, a public library, anywhere",19147,79,WS44_0001.jpg,"Steven Girard 

philanthropist 

educator 

banker 

farmer","Education, Figure",Sculpture Statue,,Sunny Payne,bas relief,,,,
2727,,Norris Square,NS11,Transcribed,Levi,Norris Square Park,19133,9,ns64_0010.jpg,,Animals,Other No Form,,Rafael,an animal,,,,
2725,,City Hall,CH418,Transcribed,[Untitled],North Philly,,,CH418_0001.jpg,Mi idea es un centro dunote puedan acuidir las perzonas que viven en la calle y ayudas las perzonas jovenes informar do de lo que pueden haces para mesorar y tener un buen futuro y todos los que vivimos en este ciudad estemos libre de violencia y delincuencia.,,,,,,,,,
2724,,City Hall,CH417,Transcribed,Two Me,Love Park,19150,26,CH417_0001.jpg,The Love between you and me.,,,,Walt Like Disney just without the Disney,,,,,
2723,,City Hall,CH384,Transcribed,Anime,North Philly,19132,13,CH384_0001.jpg,,Unknown,,,#FKing,Male figure,,,,
2722,,Rittenhouse Square,RS126,Transcribed,You Are the Monument,Rittenhouse or Various popular locations (without anything),19128,21,RS126_0001.jpg,"Framed on pedestals scattered across an open area or in various locations in the city. Because the people are what makes the city, so why can't we be the monument?",,,,Jess Swift,,,,itsjswift,
2721,,Penn Treaty Park,PT125,Transcribed,Fling kate,Penntreaty Park,OB104,5y,PT125_0001.jpg,,Unknown,Other No Form,,James Winter,,,,,
2720,,Penn Treaty Park,PT124,Transcribed,A tribute to educators,Great Northeast,18929,45,PT124_0001.jpg,,Education,Building,,,An image of a school building.,,,,
2719,,Rittenhouse Square,RS131,Transcribed,Automobile District/ MOVE,Cobbs Creek Park,19139,53,RS131_0001.jpg,The Automobile District in West Phila. It would be great to see an actual monument commemorating that. Also a monument (opposed to a marker) recognizing MOVE. Both monuments could reside in Cobbs Creek Park.,"History, MOVE, Philadelphia, Violence",Other No Form,,Teti Ndeti,,,,,
2718,,Malcolm X Park,MX132,Transcribed,Black Lives Matter,Center City,14,Amira Eaddy,mx132_0001.jpg,"A mural showing victims of police brutality, or a statue of a black person being held at gunpoint by a white policeman",,,,,,,,,
2717,,Franklin Square,FS138,Transcribed,Jada's World,North East Philadelphia,19120,14,fs138_0001.jpg,And statue that looks like me and has everything I like on it,,,,Jada,,p.rincessjada,,,
2716,,City Hall,CH404,Transcribed,[Untitled],,,,CH404_0001.jpg,"Car Show

Skate Park

Hay Ride",,,,,,,,,
2715,,Rittenhouse Square,RS128,Transcribed,The Publisher,New Wash. Sq.,19103,49,RS128_0001.jpg,A work commemorating the history of publishing in Philly - the original HQ of books + magazines (back in the day!) a book? A printer,,,,,,,,,
2714,,Malcolm X Park,MX128,Transcribed,Tiger,any park,,7,mx128_0001.jpg,,Unknown,Other No Form,,Tiger,,,,,
2713,,City Hall,CH392,Transcribed,Ella fitsgerald,In front of Hahnamean Hospital,19132,12,CH392_0001.jpg,,Figure,Sculpture Statue,,Caylyn Mays Speach,Figure of a woman,,,,
2712,,City Hall,CH401,Transcribed,Justin,,Justin Lindsay,11,CH401_0001.jpg,"water is important 

I <3 food",Food,Other No Form,,,,,,,
2711,,Malcolm X Park,MX131,Transcribed,Listen,Any gov./Bureaucratic Office,19139,,mx131_0001.jpg,,Unknown,,,Ichabad Crane,A figure sitting looking through a telescope,,,,
2710,,City Hall,CH387,Transcribed,Students of Philly,City Hall,19153,19,CH387_0001.jpg,,"Education, Inclusivity",,,Lillian Ball,A man and woman standing in front of an arch with the words //Educational Equality For All// on it.,,,,
2709,,City Hall,CH410,Transcribed,Brielle McDaniels,Outside My School,19121,10,CH410_0001.jpg,,Unknown,,,Bahiyyah,"Hop scotch game with words in each box like //Love//, //My family//, //Mom//, //Dad// and stars and hearts.",,,,
2708,,City Hall,CH391,Transcribed,[Untitled],,,,CH391_0001.jpg,,Unknown,Other No Form,,Semaj,,,,,
2707,,City Hall,CH396,Transcribed,Liberty Bell,City Hall,19132,9,CH396_0001.jpg,"Liame

Bell

Black lives matter

people","Philadelphia, Social Justice, Unity",Other No Form,"liberty bell, blm, black lives matter",Milan Little,,,,,
2705,,Franklin Square,FS141,Transcribed,Watch Tower,City Hall,,23,fs141_0001.jpg,Have a tall obelisk-like monument that has a screen on one side that shows videos of people walking by or something pre-recorded that plays on loop side w/ screen.,,,,,,@nannmi_tsunami,,,
2703,,City Hall,CH388,Transcribed,The be strong staue,,,10,CH388_0001.jpg,,"Figure, Unknown",Sculpture Statue,strength,Aaron,,,,,
2702,,Norris Square,NS65,Transcribed,Black Power,City Hall,19134,17,ns64_0009.jpg,I think that we should have a statue for Black people to member history are,,,,Novon Simmons,,,,,
2701,,City Hall,CH411,Transcribed,Tyzir Maze,North Philly,,10,CH411_0001.jpg,Maze Tyzir,Unknown,Other No Form,,Tyzir Goodwyn,#NAME?,,,,
2700,,City Hall,CH414,Transcribed,the blahhhh,everywhere,Idk,10,CH414_0001.jpg,,Unknown,Other No Form,,Venus Lowe,,,,,
2699,,City Hall,CH405,Transcribed,Fun City (opinion),,,,CH405_0001.jpg,"- highlight of ppl lots of ppl/activities)

- public transit

- opportunities

- encourages continual growth in all those things",,,,,,,,,
2698,,City Hall,CH385,Transcribed,[Untitled],,10611,70,CH385_0001.jpg,The Octavius vs. Catto. Statue is the best. Also what about Gertrude Stein?,,,,JoAnna Isaak,,,,,
2697,,Rittenhouse Square,RS125,Transcribed,[Untitled],Around City Hall or Rittenhouse (high traffic w/ lots of non-philly visitors),19103,23,RS125_0001.jpg,"More women, POC, LGBT+ monuments! They're a part of Philly too & have made contributions :)",,,,Nicole Michael,,,,,
2696,,City Hall,CH409,Transcribed,[Untitled],north Philadelphia,,10,CH409_0001.jpg,"Its your history inside 

octavius tunnel",Unknown,Other No Form,,,#NAME?,,,,
2695,,City Hall,CH413,Transcribed,Sunhi nation,Diamond St.,19121,11,CH413_0001.jpg,,Unknown,Sculpture Statue,,Rashad,,,,,
2694,,City Hall,CH415,Transcribed,Philadelphia Neighborhoods,city-wide,19147,44,CH415_0001.jpg,Investing in the architecture + buildings in various neighborhoods will preserve their iconic & vernacular products of our heritage for future generations,,,,Laura,,lauramarie1207,,,
2693,,Rittenhouse Square,Rs127,Transcribed,Positive Pit,Dog Park,19122,25,RS127_0001.jpg,"Pitbull statue near/in a dog park or dog friendly park 

comfortable/relax demeanor",,,,Jennifer Jovinelly,,,,,
2692,,City Hall,CH403,Transcribed,[Untitled],,,,CH403_0001.jpg,"Rosa parks

obma 

bong fire 4 all

sec 8 houseing

more Home.",,,,,,,,,
2691,,City Hall,CH393,Transcribed,Chicken Statue,16th Street Sq,19132,13,CH393_0001.jpg,,Animals,Sculpture Statue,,Anthony Deshields,,,,,
2690,,Norris Square,NS64,Transcribed,Martin Luther King,Norris Square Park,19122,75,ns64_0007.jpg,Martin Luther King statue,,,,Eva Magliano,,,,,
2689,,Rittenhouse Square,RS130,Transcribed,Running Shoe!,City Hall,19103,25,RS130_0001.jpg,,Sports,Other No Form,,Basil,,,,,
2688,,City Hall,CH399,Transcribed,Obama,City Hall,north,10,CH399_0001.jpg,Obama is the man in the word,,,,Heaven,,,,,
2687,,Franklin Square,FS139,Transcribed,Beats,Museum of Art,27606,27,fs139_0001.jpg,#NAME?,,,,,,,,,
2686,,City Hall,CH400,Transcribed,Martin Luther King Jr Susue,Wher I live Down town,North,11,CH400_0001.jpg,,"African Americans, Figure, History, Human Rights, Social Justice",Other No Form,,DeAndre Williams,,,,,
2685,,City Hall,CH394,Transcribed,trump,white house,,11,CH394_0001.jpg,,"Figure, Politics",Other No Form,,polar beer,Donald,,,,
2684,,City Hall,CH395,Transcribed,You'll Float too,,,,CH395_0001.jpg,,Unknown,Other No Form,,,,,,,
2683,,Malcolm X Park,MX130,Transcribed,Mural,Malcolm X,19143,37,mx130_0001.jpg,"more murals, floral, color",,,,Tiesha,,,,,
2682,,City Hall,CH386,Transcribed,Bees,,,,CH386_0001.jpg,,Environment,Other No Form,,Jordan,,,,,
2681,,City Hall,CH412,Transcribed,Sade Jones,City Hall,,,CH412_0001.jpg,,Unknown,Other No Form,,,,,,,
2680,,City Hall,CH408,Transcribed,The Star,Phoenixville,,,CH408_0001.jpg,,Unknown,Other No Form,,,,,,,
2679,,City Hall,CH398,Transcribed,[Untitled],city hall,19132,11,CH398_0001.jpg,,Unknown,Other No Form,,Dutches,,,,,
2678,,Rittenhouse Square,RS129,Transcribed,More Mural Building Arts,23 and Cecil B. Moore area,,43,RS129_0001.jpg,"Just as all mural arts are distributed throughout the city, it should be placed in more areas of philadelphia.",,,,Nicole Talton,,,,,
2677,,City Hall,CH383,Transcribed,The Gift+The Curse,"Anywhere, USA",30606,34,CH383_0001.jpg,,,,,Mo,"I don't have any specific monument ideas, however, I think monuments should begin telling the whole truth of a person if it's a bust or statue. Tell if that person was good and bad and let the art speak for itself. If the person is flawed that's OK, Wall are flawed. It's time to see us get away from personal statues and more on monuments that depict the spirit or message of a person.",,,,
2676,,Malcolm X Park,MX129,Transcribed,My Family,Malcolm X Park,19143,9,mx129_0001.jpg,,Family,Other No Form,,Khyeir,,,,,
2675,,Marconi Plaza,MP60,Transcribed,Where the Sound of Philadelphia is Made,South Street near Fitzwater,,,MP60_0001.jpg,"Something for Philadelphia International 

NOT MOTOWN

Something about music of Philly","Art, Philadelphia",,,,,,,,
2674,,City Hall,CH416,Transcribed,So Philly,City Hall or wherever,19150,34,CH416_0001.jpg,"So at each entrance would be a statue that represents Philly 

A pretzel statue, cheesesteak state and scrapple and frying pan statue","Food, Philadelphia",Sculpture Statue,,Stephanie SIR,,,,,
2673,,Franklin Square,Fs140,Transcribed,Spread Love,Franklin Square,,17,fs140_0001.jpg,,Love,Other No Form,,,,,,,
2672,,Franklin Square,FS142,Transcribed,Kamiyah Watson,49th and Lancaster,19133,7,fs142_0001.jpg,,Unknown,Other No Form,,Kamiyah,,,,,
2671,,City Hall,CH397,Transcribed,Basketball,Diamond Street in the school yard,,9,CH397_0001.jpg,A big orange basketball that you can walk on top of.,Sports,,,Jaleim,,,,,
2670,,City Hall,CH406,Transcribed,[Untitled],#1-over 676 in new park  #2-over 95 new park,19123,28,CH406_0001.jpg,"#1-676

This is a monument to displaced families and the reunification of center city withe the industrial northern neighborhoods



#2- over 95 new park

This is a monument to families and neighborhoods whose livelihoods were demolished with the creation of I-95","History, Neighborhoods, Philadelphia, Unity, Gentrification",,,Olivia Haas,,alohaas,,,
2669,,City Hall,CH402,Transcribed,Book,,,12,CH402_0001.jpg,Declaration of Indepence,History,,,Hasan Washington,A large book,,,,
2668,,Norris Square,NS10,Transcribed,Martin Luther King,Norris Square Park,19122,75,ns64_0008.jpg,Martin Luther King statue,"Figure, History","Sculpture Statue, Memorial",,Eva Magliana,,,,,
2667,,City Hall,CH407,Transcribed,Heart of Jazz,Fairmount,19123,28,CH407_0001.jpg,"A tribute to the jazz musicians from our city, complete with room for busking. Their way the monument can be alive with the current generation of jazz musicians.","Music, Philadelphia",Audio,,Dave Harbage,,,,,
2666,,Marconi Plaza,MP61,Transcribed,Philly Cheesesteak,Broad and Oregon,19148,13,MP61_0001.jpg,Big Boy Sandwich (for big boys),Food,,,Jason Musial,A sandwich,,,,
2665,,City Hall,CH389,Transcribed,Tag,,,,CH389_0001.jpg,,Unknown,Other No Form,,Zhamairrah,,,,,
2664,,Franklin Square,FS143,Transcribed,The Soul of Philadelphia,On top of a building,19123,4,fs143_0001.jpg,,Philadelphia,Other No Form,,Mila Waber,,,,,
2663,,City Hall,CH390,Transcribed,A mirror,,,10,CH390_0001.jpg,,,,,,A mirror,,,,
2661,,City Hall,CH382,Transcribed,Unite the People,City Hall,30606,37,CH382 (very cool flag of all languages)_0001.jpg,"I like the idea of a singular person being lifted up, positive ideas or quotes of the person. Something that makes yo interact, like some stairs or get really close to see what it's about. 

-//We the people// in ALL languages sewn into a flag that waves in the wind. One singular flag but inclusive of all people. All languages.","Unity, Uplifting, Race Ethnicity",Interactive,,Valerie Mize,We the people// in ALL languages sewn into a flag that waves in the wind.,,,,
2660,,City Hall,CH381,Transcribed,Bahiyyah,City Hall,101,10,CH381_0001.jpg,,Unknown,,,,Girl standing or an platform.,,,,
2658,,Malcolm X Park,MX127,Transcribed,Celia Arbee,Malcolm X,19143,40,mx127_0001.jpg,A basketball court and tennis court,Unknown,,,Teresa Arbee,,,,,
2657,,Norris Square,NS70,Transcribed,A Monumental Dwarf,52nd Street and Market,19139,23,ns64_0005.jpg,"-Have you heard about this 17th century Benjamin Lay? He was a dwarf, and a major advocate against slavery (an abolitionist). He was a major reason behind the Quaker Faith's decision to come out against slavery. What a big little guy!

-One time Lay poured a bowl of one over his land to represent the..","Figure, History",,,Z Nalywayko,,,,,
2656,,City Hall,CH379,Transcribed,[Untitled],On Reading Viaduct entrance near Broad,19123,28,CH379_0001.jpg,Monument to the coal miners who have died bringing prosperity to Philly and PA.,"Environment, History, Industrial",Walkway,,Olivia Haas,A miner under ground.,@alohaas,,,
2655,,Malcolm X Park,MX126,Transcribed,Rec Centers/Shelters,"South, West, Southwest, North Phily",19143,27,mx126_0001.jpg,"I would like to see more recreation centers for the children for those who can't afford to play sports or hobbies such as football, basketball, soccer, swimming class, and also more homeless shelters for single parents with children.","Environment, Neighborhoods","Infrastructure, Space",,Nidirah Goldsmith,,,,,
2654,,Washington Square,WS40,Transcribed,Theodora Jackson,The street of Market,19120,62,WS40_0001.jpg,I have over 1000 bools of my authors and titles of my books with all of my grandkids names.,"Family, Unknown",,,Theodora Jackson,,,,,
2653,,Rittenhouse Square,RS124,Transcribed,Come Together,City Hall or Municipal Building,19121,59,RS124_0001.jpg,"Young and old all races of people coming together, gay, straight.","LGBTQ+, Unity, Race Ethnicity",,,Fernando,,,,,
2652,,Washington Square,WS39,Transcribed,Children's Stories,Washington Square,19147,67,WS39_0002.jpg,"An augment reality project.

A couple of podiums (only) with augmented reality children telling their stories about their live in Phil. Can be from historical times. There would be a sign telling passers by how to download different childrens' stories.","Education, Family",Interactive,,Neil Izenberg,,,,,
2650,,Rittenhouse Square,RS123,Transcribed,Through the Looking Glass,Rittenhouse are,19147,33,RS123_0001.jpg,Viewer gets live feed from a different area of the city they may never have been,"Environment, Philadelphia","Digital, Interactive, Image",,Adam Wodka,A looking glass,@wodkawodkawodka,,,
2649,,Malcolm X Park,MX125,Transcribed,[Untitled],Malcolm X Park,19139,33,mx125_0001.jpg,A statue of Malcolm X or Martin Luther King,"Figure, History",Sculpture Statue,,Derrick Wade,,,,,
2648,,Washington Square,WS37,Transcribed,Fountain of Light,Washington Square,19147,67,WS37_0001.jpg,A spray fountain where video is projection onto it at people telling the story of Philadelphia. (Has speakers and audio). Would provide a 3-D effect that would be very appealing.,"History, Philadelphia","Audio, Fountain, Projection",,Neil Izenberg,,,,,
2647,,Norris Square,NS65,Transcribed,Casa Cayei,Norris Square,19122,67,ns64_0004.jpg,,Unknown,Other No Form,,Reinald,,,,,
2646,,Norris Square,NS67,Transcribed,Minerur Tirado,2235 Mascher St.,19122,77,ns64_0003.jpg,,Love,Other No Form,,Monoe Tirdio,,,,,
2645,,Norris Square,NS66,Transcribed,Fullness,Norris Square,19122,32,ns64_0002.jpg,,Love,Other No Form,,,,@kelstarforever,,,
2644,,Rittenhouse Square,RS122,Transcribed,Christopher Morely,Kensington,19103,63,RS122_0001.jpg,"Author and journalist, 1889-1957, author of city sketches, //Christopher Morley's Philadelphia//, //the Haunted Bookstore// and //Kitty Foyle// which takes place in Kensington. He was one of the most famous writers in America.","Art, Figure, History",,,,,,,,
2643,,City Hall,CH378,Transcribed,Free Stamp,,,,CH378_0001.jpg,There is a super cool FREE Stamp near the Rock N Roll Hall of Fame in Cleveland.,Unknown,,,,A stamper with the text FREE as the stamp,,,,
2642,,Malcolm X Park,MX124,Transcribed,Seed of Life,,96778,34,MX124_0001.jpg,Worlds within worlds within worlds within one seed. Infinite possibility. Limitless creativity.,Unknown,,,,Plant with many seeds,hawaiiismysoul,,,
2641,,Norris Square,NS63,Transcribed,Street Sign,Diamond St.,19122,31,ns64_0001.jpg,,Philadelphia,,,R. Mateo,"Street sign with two signs on it, one saying //North// the other saying Phila.",,,,
2639,,City Hall,CH377,Transcribed,Bridges,East Fairmount Park along the river,19038,58,CH377_0001.jpg,Several bridges (5 or 7) of different designs and materials that are placed over and across one another. They invite passerby to walk over them and entice them to cross evert bridge. Some may have cracks or openings that you need to step over to get to the other side. The scale is large enough for the people to walk on.,,Bridge,,Pam Laber,,,,,
2638,,City Hall,CH376,Transcribed,The Mirror of Life,Rocky Steps,94014,39,CH376_0001.jpg,"The Mirror of Life 

//Who visits Philly is also who lives in philly - macrocasm in the microcosim","Inclusivity, Philadelphia, Race Ethnicity","2D, Mural",,Allan J. Graves,"Mural of the % of people of races 

ethnicity of philly

-% Dem of philly

-% of world visitor 

-Tourists",,,,
2637,,City Hall,CH375,Transcribed,Kevin Hart Monument,City Hall Courtyard,19136,32,CH375_0001.jpg,,"Figure, Philadelphia, Pop Culture",Sculpture Statue,,Brian,,,,,
2635,,City Hall,CH373,Transcribed,Replica Esfera de Caracas Venezuela de Jesus Soto,Benjamin Franklin Parkway,1223,17,CH373_0001.jpg,Barras de metal que crean la ilusiÌ_n de ser una esfera naranja,Unknown,Sculpture Statue,,Roberto B y Valeria B,,,,,
2633,,City Hall,CH371,Transcribed,Movement Philadelphia,City Hall,19020,35,CH371_0001.jpg,"Monument involving timeline from 1940s-2017. From racism, LGBTQ, transportation and rights. Also how the city evolved through time.","Culture, History, Human Rights, LGBTQ+, Race Ethnicity",,,Jason Mayer,,,,,
2632,,City Hall,CH370,Transcribed,Respect the Families,City Hall,MÌ©xico,32,CH370 en espaÌ±ol!_0001.jpg,"Families all around the world 

DIVERSITY","Family, Globalism",Other No Form,,Arturo Viegra,,,,,
2631,,City Hall,CH369,Transcribed,Progressive Diversity,Museum of Art,19131,39,CH369_0001.jpg,#NAME?,"Inclusivity, Unity",Other No Form,,Arnab Baguti,,,,,
2630,,City Hall,CH368,Transcribed,Love in the Answer,Anywhere,10002,29,CH368_0001.jpg,,"Unity, Uplifting, Love",Other No Form,,Ivan N.,Love conquers all !,,,,
2629,,Rittenhouse Square,RS121,Transcribed,Bike life*,Ben Franklin Pkwy,19124,20,RS121_0001.jpg,"I personally feel like those kids that ride around the city on bikes, popping wheelies in traffic, deserve a monument. A statue. To me, they are an impediment of Philly culture. 

Many people may think of them as a nuisance but to me they are skilled and I'm alway happy to see young kids of color changing their energy into something cool. I envision a bronze statue of a group pf those kids, created in their name.","Culture, Sports",Sculpture Statue,,Tia B.,,,,,
2628,,City Hall,CH366,Transcribed,Cushion,In the City Hall Courtyard,19132,24,CH366_0001.jpg,It would say //WORLD PEACE// in Rockwell font,Globalism,,,,,schemebucketjonez,,,
2627,,Norris Square,NS64,Transcribed,Ballerina Park,Franford b/w Thompson & Jefferson,19125,61,ns64_0001.jpg,"-Fountain of a ballerina w/ water coming out of her hands 

-flowers around it 

-section for kids to play in 

-love seats for couples & senior citizens

-//Dancing in the rain//-style lantern street lights (different colored lights for xmas)",Unknown,Fountain,,Miriam de Jesus,,,,,
2616,,Malcolm X Park,MX121,Transcribed,Stop the Violence,Stop the Violence,19131,34,MX121.jpg,,Violence,Other No Form,,V. Eddy,"Travon, Orlando, Mike etc.

//Be proud young sista!//",,,,
2615,,Rittenhouse Square,RS116,Transcribed,Melting Pot or Faces of Philadelphia,Rittenhouse,19104,19,RS116_0001.jpg,There is only 1 statue of a minority in Philadelphia. We are a melting pot & should be represented.,"Culture, Inclusivity, Philadelphia, Unity, Race Ethnicity",Sculpture Statue,,Gabriela,"-Wire sculpture 

-Melting Pot. 

//We are a combination of people from different backgrounds. We are one.",gabrielakitchen,,,
2614,,Rittenhouse Square,RS115,Transcribed,The Sacrifice of Animals,Rittenhouse,,,RS115_0001.jpg,I think there should monuments to animals. Animals throughout mankind's existence have given so much - with little thanks from people. All animals of all sorts.,Animals,Other No Form,,Suzanne Leyin,,,,,
2613,,Washington Square,WS36,Transcribed,Voices of Philadelphia,all over,19147,old!,WS36_0001.jpg,"Audio tours (downloadable) that focus on the sites, events & people who have made Philly the city it is. Should focus on the inspirational & be full of music & voices.","History, Philadelphia",Audio,,Neil Izenberg,,,,,
2612,,Washington Square,WS38,Transcribed,Honor the Teachers!,School District of Philadelphia Admin Building,19106,,WS38_0001.jpg,Honor the teachers! Without teachers there would be no leaders!!,Education,Other No Form,,#education,,,,,
2611,,Malcolm X Park,MX122,Transcribed,Kiss,Malcom X,19134,12,MX122.jpg,,Unknown,Other No Form,,Aiden,Some kind of creature making a kissing face,,,,
2610,,Rittenhouse Square,RS120,Transcribed,William Penn/Ben Frank.,Old City,19121,50,RS120_0001.jpg,"Statue of William Penn or Ben Franklin 

Maybe a mural of one of the two.","Figure, History, Philadelphia","2D, Mural",,Kenneth Murray,,,,,
2609,,Rittenhouse Square,RS118,Transcribed,Philatastic live,N/A,20002,32,RS118_0001.jpg,"*dedicated to what philly is best at 

-cheesesteaks

-pretzels

-Rocky

-live music that attracts the indie scene","Food, Music, Philadelphia, Pop Culture","Space, Performance",,Khay Nshmiaghou,,,,,
2608,,Rittenhouse Square,RS119,Transcribed,Philly Cheese Race,City Hall,19140,22,RS119_0001.jpg,Philly,"Food, Philadelphia","Other No Form, Image",cheesesteak,Wayne,,Feelmorewayne,,Feelmorewayne,
2607,,Marconi Plaza,MP59,Transcribed,Kenny Gamble,Center City,19122,51,MP59_0001.jpg,"Kenny gave people an opportunity, til this day he still gives back providing food, shelter, and numerous job opportunities for people of all race, he's a philly legend who should be recognized for all his good deeds.","African Americans, Figure, Music, Social Justice",Image,"kenny gamble, community",Kevin Pitle,,,,,
2606,,Rittenhouse Square,RS114,Transcribed,Philly Jazz,Dilworth Plaza,19006,52,RS114_0001.jpg,"a sculpture, bus relief or mural celebrating Philly's Jazz heroes - Coltrane, Tyner, McBride, etc.

Jazz is America's unique art form, bridging cultures age groups + socioeconomic strata. Let's celebrate our city's contribution.","Culture, Figure, Music, Philadelphia, Unity","Mural, Sculpture Statue","jazz, music, bus shelter",#JeffSmith,,,,,
2605,,Marconi Plaza,MP58,Transcribed,Public Workers Memorial,In front of the Municipal Services Bldg.,19148,27,MP58_0001.jpg,"Along the lines of the communist victory stat ups

fire fighter, cop, garbage collecto, teacher, parks & rec","Class Structure, Philadelphia","Sculpture Statue, Memorial","public service, labor, communist",Steve W.,,,,,
2604,,City Hall,CH367,Transcribed,Dr. Martin Luther King,In Front of City Hall,19107,52,CH367_0001.jpg,,"African Americans, Figure, Social Justice",Image,"martin luther king, martin luther king jr.",V.L.H.P,,,,,
2603,,Rittenhouse Square,RS117,Transcribed,Statue of Frank Rizzo,MSB Building Steps,19101,"Old, very. 68",RS117_0001.jpg,"//Get their black asses!// - Frank Rizzo statement 11-19-67

Replacement panel to be up for a day before removal of statue of Frank Rizzo

Suggestion: Bronz on glass panels

*Youth in 1967 marching for better intergrated schools against tracking and the war in Vietnam","African Americans, History, Human Rights, Philadelphia, Social Justice, Race Ethnicity","Sculpture Statue, Protest","frank rizzo, rizzo, activism",,,,,,
2602,,Marconi Plaza,MP57,Transcribed,Sports TOWER,"City Hall train station, Airport",19148,13,MP57_0001.jpg,,,Sculpture Statue,,Haseem David,Collection of balls for sports,,,,
2600,,Malcolm X Park,MX123,Transcribed,Statues of African Heros,"Around the city Park SW, N, S",19143,55,MX118_0005.jpg,More African statues around the city,"African Americans, Inclusivity, Race Ethnicity",Sculpture Statue,"representation, african american, parks",DeLando Jones,,,,,
2595,,Washington Square,WS35,Transcribed,Circle/ Sphere of Inclusion,Washington Square,19106,59,WS35_0001.jpg,"circle/sphere of inclusion

multiple generations, varied cultures, racial & gender diversity, religious diversity","Inclusivity, Unity",Image,diversity,Noreen Howard,,,,,
2594,,Washington Square,WS34,Transcribed,Statue,In Washington Square,19106,16,RS2594_alt_133.jpg,A cool statue kids can take pictures with or that they can interact with by pressing buttons that activate different things.,Youth,"Interactive, Sculpture Statue",,Raanee Smith,,,,,
2593,,Rittenhouse Square,RS113,Transcribed,Monument to David Rittenhouse,In Rittenhouse,8057,77,RS113_0001.jpg,He was a famous clockmaker - How about a grandfather's clock,"Culture, Figure, History, Technology",Sculpture Statue,"clock, rittenhouse, david rittenhouse",Debbie Cohen,,,,,
